Name	PassengerId	Survived	Pclass	Sex	Age	SibSp	Parch	Fare	Embarked
Sawyer, Mr. Frederick Charles	677	0	3	male	24.5	0	0	8.05	S
Turja, Miss. Anna Sofia	678	1	3	female	18.0	0	0	9.8417	S
Goodwin, Mrs. Frederick (Augusta Tyler)	679	0	3	female	43.0	1	6	46.9	S
Cardeza, Mr. Thomas Drake Martinez	680	1	1	male	36.0	0	1	512.3292	C
Peters, Miss. Katie	681	0	3	female	29.69911764705882	0	0	8.1375	Q
Hassab, Mr. Hammad	682	1	1	male	27.0	0	0	76.7292	C
Olsvigen, Mr. Thor Anderson	683	0	3	male	20.0	0	0	9.225	S
Goodwin, Mr. Charles Edward	684	0	3	male	14.0	5	2	46.9	S
Brown, Mr. Thomas William Solomon	685	0	2	male	60.0	1	1	39.0	S
Laroche, Mr. Joseph Philippe Lemercier	686	0	2	male	25.0	1	2	41.5792	C
Panula, Mr. Jaako Arnold	687	0	3	male	14.0	4	1	39.6875	S
Dakic, Mr. Branko	688	0	3	male	19.0	0	0	10.1708	S
Fischer, Mr. Eberhard Thelander	689	0	3	male	18.0	0	0	7.7958	S
Madill, Miss. Georgette Alexandra	690	1	1	female	15.0	0	1	211.3375	S
Dick, Mr. Albert Adrian	691	1	1	male	31.0	1	0	57.0	S
Karun, Miss. Manca	692	1	3	female	4.0	0	1	13.4167	C
Lam, Mr. Ali	693	1	3	male	29.69911764705882	0	0	56.4958	S
Saad, Mr. Khalil	694	0	3	male	25.0	0	0	7.225	C
Weir, Col. John	695	0	1	male	60.0	0	0	26.55	S
Chapman, Mr. Charles Henry	696	0	2	male	52.0	0	0	13.5	S
Kelly, Mr. James	697	0	3	male	44.0	0	0	8.05	S
"Mullens, Miss. Katherine ""Katie"""	698	1	3	female	29.69911764705882	0	0	7.7333	Q
Thayer, Mr. John Borland	699	0	1	male	49.0	1	1	110.8833	C
Humblen, Mr. Adolf Mathias Nicolai Olsen	700	0	3	male	42.0	0	0	7.65	S
Astor, Mrs. John Jacob (Madeleine Talmadge Force)	701	1	1	female	18.0	1	0	227.525	C
Silverthorne, Mr. Spencer Victor	702	1	1	male	35.0	0	0	26.2875	S
Barbara, Miss. Saiide	703	0	3	female	18.0	0	1	14.4542	C
Gallagher, Mr. Martin	704	0	3	male	25.0	0	0	7.7417	Q
Hansen, Mr. Henrik Juul	705	0	3	male	26.0	1	0	7.8542	S
"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")"	706	0	2	male	39.0	0	0	26.0	S
"Kelly, Mrs. Florence ""Fannie"""	707	1	2	female	45.0	0	0	13.5	S
Calderhead, Mr. Edward Pennington	708	1	1	male	42.0	0	0	26.2875	S
Cleaver, Miss. Alice	709	1	1	female	22.0	0	0	151.55	S
"Moubarek, Master. Halim Gonios (""William George"")"	710	1	3	male	29.69911764705882	1	1	15.2458	C
"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")"	711	1	1	female	24.0	0	0	49.5042	C
Klaber, Mr. Herman	712	0	1	male	29.69911764705882	0	0	26.55	S
Taylor, Mr. Elmer Zebley	713	1	1	male	48.0	1	0	52.0	S
Larsson, Mr. August Viktor	714	0	3	male	29.0	0	0	9.4833	S
Greenberg, Mr. Samuel	715	0	2	male	52.0	0	0	13.0	S
Soholt, Mr. Peter Andreas Lauritz Andersen	716	0	3	male	19.0	0	0	7.65	S
Endres, Miss. Caroline Louise	717	1	1	female	38.0	0	0	227.525	C
"Troutt, Miss. Edwina Celia ""Winnie"""	718	1	2	female	27.0	0	0	10.5	S
McEvoy, Mr. Michael	719	0	3	male	29.69911764705882	0	0	15.5	Q
Johnson, Mr. Malkolm Joackim	720	0	3	male	33.0	0	0	7.775	S
"Harper, Miss. Annie Jessie ""Nina"""	721	1	2	female	6.0	0	1	33.0	S
Jensen, Mr. Svend Lauritz	722	0	3	male	17.0	1	0	7.0542	S
Gillespie, Mr. William Henry	723	0	2	male	34.0	0	0	13.0	S
Hodges, Mr. Henry Price	724	0	2	male	50.0	0	0	13.0	S
Chambers, Mr. Norman Campbell	725	1	1	male	27.0	1	0	53.1	S
Oreskovic, Mr. Luka	726	0	3	male	20.0	0	0	8.6625	S
Renouf, Mrs. Peter Henry (Lillian Jefferys)	727	1	2	female	30.0	3	0	21.0	S
Mannion, Miss. Margareth	728	1	3	female	29.69911764705882	0	0	7.7375	Q
Bryhl, Mr. Kurt Arnold Gottfrid	729	0	2	male	25.0	1	0	26.0	S
Ilmakangas, Miss. Pieta Sofia	730	0	3	female	25.0	1	0	7.925	S
Allen, Miss. Elisabeth Walton	731	1	1	female	29.0	0	0	211.3375	S
Hassan, Mr. Houssein G N	732	0	3	male	11.0	0	0	18.7875	C
Knight, Mr. Robert J	733	0	2	male	29.69911764705882	0	0	0.0	S
Berriman, Mr. William John	734	0	2	male	23.0	0	0	13.0	S
Troupiansky, Mr. Moses Aaron	735	0	2	male	23.0	0	0	13.0	S
Williams, Mr. Leslie	736	0	3	male	28.5	0	0	16.1	S
Ford, Mrs. Edward (Margaret Ann Watson)	737	0	3	female	48.0	1	3	34.375	S
Lesurer, Mr. Gustave J	738	1	1	male	35.0	0	0	512.3292	C
Ivanoff, Mr. Kanio	739	0	3	male	29.69911764705882	0	0	7.8958	S
Nankoff, Mr. Minko	740	0	3	male	29.69911764705882	0	0	7.8958	S
Hawksford, Mr. Walter James	741	1	1	male	29.69911764705882	0	0	30.0	S
Cavendish, Mr. Tyrell William	742	0	1	male	36.0	1	0	78.85	S
"Ryerson, Miss. Susan Parker ""Suzette"""	743	1	1	female	21.0	2	2	262.375	C
McNamee, Mr. Neal	744	0	3	male	24.0	1	0	16.1	S
Stranden, Mr. Juho	745	1	3	male	31.0	0	0	7.925	S
Crosby, Capt. Edward Gifford	746	0	1	male	70.0	1	1	71.0	S
Abbott, Mr. Rossmore Edward	747	0	3	male	16.0	1	1	20.25	S
Sinkkonen, Miss. Anna	748	1	2	female	30.0	0	0	13.0	S
Marvin, Mr. Daniel Warner	749	0	1	male	19.0	1	0	53.1	S
Connaghton, Mr. Michael	750	0	3	male	31.0	0	0	7.75	Q
Wells, Miss. Joan	751	1	2	female	4.0	1	1	23.0	S
Moor, Master. Meier	752	1	3	male	6.0	0	1	12.475	S
Vande Velde, Mr. Johannes Joseph	753	0	3	male	33.0	0	0	9.5	S
Jonkoff, Mr. Lalio	754	0	3	male	23.0	0	0	7.8958	S
Herman, Mrs. Samuel (Jane Laver)	755	1	2	female	48.0	1	2	65.0	S
Hamalainen, Master. Viljo	756	1	2	male	0.67	1	1	14.5	S
Carlsson, Mr. August Sigfrid	757	0	3	male	28.0	0	0	7.7958	S
Bailey, Mr. Percy Andrew	758	0	2	male	18.0	0	0	11.5	S
Theobald, Mr. Thomas Leonard	759	0	3	male	34.0	0	0	8.05	S
Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)	760	1	1	female	33.0	0	0	86.5	S
Garfirth, Mr. John	761	0	3	male	29.69911764705882	0	0	14.5	S
Nirva, Mr. Iisakki Antino Aijo	762	0	3	male	41.0	0	0	7.125	S
Barah, Mr. Hanna Assi	763	1	3	male	20.0	0	0	7.2292	C
Carter, Mrs. William Ernest (Lucile Polk)	764	1	1	female	36.0	1	2	120.0	S
Eklund, Mr. Hans Linus	765	0	3	male	16.0	0	0	7.775	S
Hogeboom, Mrs. John C (Anna Andrews)	766	1	1	female	51.0	1	0	77.9583	S
Brewe, Dr. Arthur Jackson	767	0	1	male	29.69911764705882	0	0	39.6	C
Mangan, Miss. Mary	768	0	3	female	30.5	0	0	7.75	Q
Moran, Mr. Daniel J	769	0	3	male	29.69911764705882	1	0	24.15	Q
Gronnestad, Mr. Daniel Danielsen	770	0	3	male	32.0	0	0	8.3625	S
Lievens, Mr. Rene Aime	771	0	3	male	24.0	0	0	9.5	S
Jensen, Mr. Niels Peder	772	0	3	male	48.0	0	0	7.8542	S
Mack, Mrs. (Mary)	773	0	2	female	57.0	0	0	10.5	S
Elias, Mr. Dibo	774	0	3	male	29.69911764705882	0	0	7.225	C
Hocking, Mrs. Elizabeth (Eliza Needs)	775	1	2	female	54.0	1	3	23.0	S
Myhrman, Mr. Pehr Fabian Oliver Malkolm	776	0	3	male	18.0	0	0	7.75	S
Tobin, Mr. Roger	777	0	3	male	29.69911764705882	0	0	7.75	Q
Emanuel, Miss. Virginia Ethel	778	1	3	female	5.0	0	0	12.475	S
Kilgannon, Mr. Thomas J	779	0	3	male	29.69911764705882	0	0	7.7375	Q
Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)	780	1	1	female	43.0	0	1	211.3375	S
Ayoub, Miss. Banoura	781	1	3	female	13.0	0	0	7.2292	C
Dick, Mrs. Albert Adrian (Vera Gillespie)	782	1	1	female	17.0	1	0	57.0	S
Long, Mr. Milton Clyde	783	0	1	male	29.0	0	0	30.0	S
Johnston, Mr. Andrew G	784	0	3	male	29.69911764705882	1	2	23.45	S
Ali, Mr. William	785	0	3	male	25.0	0	0	7.05	S
Harmer, Mr. Abraham (David Lishin)	786	0	3	male	25.0	0	0	7.25	S
Sjoblom, Miss. Anna Sofia	787	1	3	female	18.0	0	0	7.4958	S
Rice, Master. George Hugh	788	0	3	male	8.0	4	1	29.125	Q
Dean, Master. Bertram Vere	789	1	3	male	1.0	1	2	20.575	S
Guggenheim, Mr. Benjamin	790	0	1	male	46.0	0	0	79.2	C
"Keane, Mr. Andrew ""Andy"""	791	0	3	male	29.69911764705882	0	0	7.75	Q
Gaskell, Mr. Alfred	792	0	2	male	16.0	0	0	26.0	S
Sage, Miss. Stella Anna	793	0	3	female	29.69911764705882	8	2	69.55	S
Hoyt, Mr. William Fisher	794	0	1	male	29.69911764705882	0	0	30.6958	C
Dantcheff, Mr. Ristiu	795	0	3	male	25.0	0	0	7.8958	S
Otter, Mr. Richard	796	0	2	male	39.0	0	0	13.0	S
Leader, Dr. Alice (Farnham)	797	1	1	female	49.0	0	0	25.9292	S
Osman, Mrs. Mara	798	1	3	female	31.0	0	0	8.6833	S
Ibrahim Shawah, Mr. Yousseff	799	0	3	male	30.0	0	0	7.2292	C
Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)	800	0	3	female	30.0	1	1	24.15	S
Ponesell, Mr. Martin	801	0	2	male	34.0	0	0	13.0	S
Collyer, Mrs. Harvey (Charlotte Annie Tate)	802	1	2	female	31.0	1	1	26.25	S
Carter, Master. William Thornton II	803	1	1	male	11.0	1	2	120.0	S
Thomas, Master. Assad Alexander	804	1	3	male	0.42	0	1	8.5167	C
Hedman, Mr. Oskar Arvid	805	1	3	male	27.0	0	0	6.975	S
Johansson, Mr. Karl Johan	806	0	3	male	31.0	0	0	7.775	S
Andrews, Mr. Thomas Jr	807	0	1	male	39.0	0	0	0.0	S
Pettersson, Miss. Ellen Natalia	808	0	3	female	18.0	0	0	7.775	S
Meyer, Mr. August	809	0	2	male	39.0	0	0	13.0	S
Chambers, Mrs. Norman Campbell (Bertha Griggs)	810	1	1	female	33.0	1	0	53.1	S
Alexander, Mr. William	811	0	3	male	26.0	0	0	7.8875	S
Lester, Mr. James	812	0	3	male	39.0	0	0	24.15	S
Slemen, Mr. Richard James	813	0	2	male	35.0	0	0	10.5	S
Andersson, Miss. Ebba Iris Alfrida	814	0	3	female	6.0	4	2	31.275	S
Tomlin, Mr. Ernest Portage	815	0	3	male	30.5	0	0	8.05	S
Fry, Mr. Richard	816	0	1	male	29.69911764705882	0	0	0.0	S
Heininen, Miss. Wendla Maria	817	0	3	female	23.0	0	0	7.925	S
Mallet, Mr. Albert	818	0	2	male	31.0	1	1	37.0042	C
Holm, Mr. John Fredrik Alexander	819	0	3	male	43.0	0	0	6.45	S
Skoog, Master. Karl Thorsten	820	0	3	male	10.0	3	2	27.9	S
Hays, Mrs. Charles Melville (Clara Jennings Gregg)	821	1	1	female	52.0	1	1	93.5	S
Lulic, Mr. Nikola	822	1	3	male	27.0	0	0	8.6625	S
Reuchlin, Jonkheer. John George	823	0	1	male	38.0	0	0	0.0	S
Moor, Mrs. (Beila)	824	1	3	female	27.0	0	1	12.475	S
Panula, Master. Urho Abraham	825	0	3	male	2.0	4	1	39.6875	S
Flynn, Mr. John	826	0	3	male	29.69911764705882	0	0	6.95	Q
Lam, Mr. Len	827	0	3	male	29.69911764705882	0	0	56.4958	S
Mallet, Master. Andre	828	1	2	male	1.0	0	2	37.0042	C
McCormack, Mr. Thomas Joseph	829	1	3	male	29.69911764705882	0	0	7.75	Q
Stone, Mrs. George Nelson (Martha Evelyn)	830	1	1	female	62.0	0	0	80.0	S
Yasbeck, Mrs. Antoni (Selini Alexander)	831	1	3	female	15.0	1	0	14.4542	C
Richards, Master. George Sibley	832	1	2	male	0.83	1	1	18.75	S
Saad, Mr. Amin	833	0	3	male	29.69911764705882	0	0	7.2292	C
Augustsson, Mr. Albert	834	0	3	male	23.0	0	0	7.8542	S
Allum, Mr. Owen George	835	0	3	male	18.0	0	0	8.3	S
Compton, Miss. Sara Rebecca	836	1	1	female	39.0	1	1	83.1583	C
Pasic, Mr. Jakob	837	0	3	male	21.0	0	0	8.6625	S
Sirota, Mr. Maurice	838	0	3	male	29.69911764705882	0	0	8.05	S
Chip, Mr. Chang	839	1	3	male	32.0	0	0	56.4958	S
Marechal, Mr. Pierre	840	1	1	male	29.69911764705882	0	0	29.7	C
Alhomaki, Mr. Ilmari Rudolf	841	0	3	male	20.0	0	0	7.925	S
Mudd, Mr. Thomas Charles	842	0	2	male	16.0	0	0	10.5	S
Serepeca, Miss. Augusta	843	1	1	female	30.0	0	0	31.0	C
Lemberopolous, Mr. Peter L	844	0	3	male	34.5	0	0	6.4375	C
Culumovic, Mr. Jeso	845	0	3	male	17.0	0	0	8.6625	S
Abbing, Mr. Anthony	846	0	3	male	42.0	0	0	7.55	S
Sage, Mr. Douglas Bullen	847	0	3	male	29.69911764705882	8	2	69.55	S
Markoff, Mr. Marin	848	0	3	male	35.0	0	0	7.8958	C
Harper, Rev. John	849	0	2	male	28.0	0	1	33.0	S
Goldenberg, Mrs. Samuel L (Edwiga Grabowska)	850	1	1	female	29.69911764705882	1	0	89.1042	C
Andersson, Master. Sigvard Harald Elias	851	0	3	male	4.0	4	2	31.275	S
Svensson, Mr. Johan	852	0	3	male	74.0	0	0	7.775	S
Boulos, Miss. Nourelain	853	0	3	female	9.0	1	1	15.2458	C
Lines, Miss. Mary Conover	854	1	1	female	16.0	0	1	39.4	S
Carter, Mrs. Ernest Courtenay (Lilian Hughes)	855	0	2	female	44.0	1	0	26.0	S
Aks, Mrs. Sam (Leah Rosen)	856	1	3	female	18.0	0	1	9.35	S
Wick, Mrs. George Dennick (Mary Hitchcock)	857	1	1	female	45.0	1	1	164.8667	S
Daly, Mr. Peter Denis 	858	1	1	male	51.0	0	0	26.55	S
Baclini, Mrs. Solomon (Latifa Qurban)	859	1	3	female	24.0	0	3	19.2583	C
Razi, Mr. Raihed	860	0	3	male	29.69911764705882	0	0	7.2292	C
Hansen, Mr. Claus Peter	861	0	3	male	41.0	2	0	14.1083	S
Giles, Mr. Frederick Edward	862	0	2	male	21.0	1	0	11.5	S
Swift, Mrs. Frederick Joel (Margaret Welles Barron)	863	1	1	female	48.0	0	0	25.9292	S
"Sage, Miss. Dorothy Edith ""Dolly"""	864	0	3	female	29.69911764705882	8	2	69.55	S
Gill, Mr. John William	865	0	2	male	24.0	0	0	13.0	S
Bystrom, Mrs. (Karolina)	866	1	2	female	42.0	0	0	13.0	S
Duran y More, Miss. Asuncion	867	1	2	female	27.0	1	0	13.8583	C
Roebling, Mr. Washington Augustus II	868	0	1	male	31.0	0	0	50.4958	S
van Melkebeke, Mr. Philemon	869	0	3	male	29.69911764705882	0	0	9.5	S
Johnson, Master. Harold Theodor	870	1	3	male	4.0	1	1	11.1333	S
Balkic, Mr. Cerin	871	0	3	male	26.0	0	0	7.8958	S
Beckwith, Mrs. Richard Leonard (Sallie Monypeny)	872	1	1	female	47.0	1	1	52.5542	S
Carlsson, Mr. Frans Olof	873	0	1	male	33.0	0	0	5.0	S
Vander Cruyssen, Mr. Victor	874	0	3	male	47.0	0	0	9.0	S
Abelson, Mrs. Samuel (Hannah Wizosky)	875	1	2	female	28.0	1	0	24.0	C
"Najib, Miss. Adele Kiamie ""Jane"""	876	1	3	female	15.0	0	0	7.225	C
Gustafsson, Mr. Alfred Ossian	877	0	3	male	20.0	0	0	9.8458	S
Petroff, Mr. Nedelio	878	0	3	male	19.0	0	0	7.8958	S
Laleff, Mr. Kristo	879	0	3	male	29.69911764705882	0	0	7.8958	S
Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)	880	1	1	female	56.0	0	1	83.1583	C
Shelley, Mrs. William (Imanita Parrish Hall)	881	1	2	female	25.0	0	1	26.0	S
Markun, Mr. Johann	882	0	3	male	33.0	0	0	7.8958	S
Dahlberg, Miss. Gerda Ulrika	883	0	3	female	22.0	0	0	10.5167	S
Banfield, Mr. Frederick James	884	0	2	male	28.0	0	0	10.5	S
Sutehall, Mr. Henry Jr	885	0	3	male	25.0	0	0	7.05	S
Rice, Mrs. William (Margaret Norton)	886	0	3	female	39.0	0	5	29.125	Q
Montvila, Rev. Juozas	887	0	2	male	27.0	0	0	13.0	S
Graham, Miss. Margaret Edith	888	1	1	female	19.0	0	0	30.0	S
"Johnston, Miss. Catherine Helen ""Carrie"""	889	0	3	female	29.69911764705882	1	2	23.45	S
Behr, Mr. Karl Howell	890	1	1	male	26.0	0	0	30.0	C
Dooley, Mr. Patrick	891	0	3	male	32.0	0	0	7.75	Q
